gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000154930	670.046865009161	1.88691041223286	0.109042313939865	17.46591171312	2.60506149600424e-68	1.9441687208223e-65
ENSG00000163394	1216.57690967205	-2.17414524604645	0.126330035209238	-17.4009989304975	8.1076635629821e-68	5.79866854410782e-65
ENSG00000253368	1040.17481746375	1.97596712480265	0.115156135554239	17.3453514453192	2.13866187150856e-67	1.46840524097778e-64
ENSG00000163661	8565.67576080715	2.24604994906064	0.132286581076019	17.2162092367151	2.00711297203576e-66	1.32508054480746e-63
ENSG00000162616	1467.63832301977	1.50934323246043	0.088502137719792	17.2110350544822	2.19473731725004e-66	1.39528392779989e-63
ENSG00000124766	1281.45678699994	-2.3943719428387	0.142277394052298	-17.1000909244155	1.48172957415032e-65	9.08353147867509e-63
ENSG00000197381	1969.04008868001	2.30569242130585	0.137142993160282	17.0551253951249	3.20185069441113e-65	1.83199223898557e-62
ENSG00000148175	11193.7231981539	1.43902681616632	0.0851937421951747	17.0558218651165	3.16391378103551e-65	1.83199223898557e-62
ENSG00000172403	8014.79636483276	1.73286068147423	0.104363056675395	16.7973380566942	2.55244786722075e-63	1.41331508518852e-60
ENSG00000116285	3232.63588079279	2.40977545817128	0.14608808518213	16.7537327353976	5.31820928285898e-63	2.85272069813358e-60
ENSG00000163083	418.919472436378	3.42491019671156	0.210602383244743	16.540737336293	1.86722808750398e-61	9.71241518848659e-59
ENSG00000166741	7432.96098233325	2.17129163454014	0.136188848119573	16.2062094070183	4.55830616892084e-59	2.30127427616254e-56
ENSG00000070404	2128.12177561681	1.80194396629629	0.114343662299783	15.962322413811	2.33864686967639e-57	1.14693924337129e-54
ENSG00000105989	333.209551189313	-3.01747530214662	0.19180031626959	-15.928630856555	4.01042435939494e-57	1.91219261469484e-54
ENSG00000122035	943.340735322473	2.27182187925158	0.146044971236663	15.782312713023	4.11818063532183e-56	1.91050190825133e-53
ENSG00000119139	5029.85477688044	1.91308809363201	0.123591228792127	15.7109045983568	1.27348977589204e-55	5.75248736925971e-53
ENSG00000136478	3701.51777497719	1.45471997557273	0.0939551901408153	15.6611623070505	2.78755840046791e-55	1.22688307548799e-52
ENSG00000196569	17178.4005648725	2.0145618791119	0.134472003040829	15.2406261682281	1.90040309390518e-52	8.15510477672062e-50
ENSG00000108821	100989.91598642	-1.29451110049719	0.0863982931029983	-15.1630899081852	6.20787394554138e-52	2.59897942134677e-49
ENSG00000221866	847.490034652657	2.72819360365975	0.184266059599713	15.129528059954	1.03434506854704e-51	4.22726978609762e-49
ENSG00000100242	2236.24203648175	1.8433607433361	0.124165688069597	15.0733401231008	2.42534949749129e-51	9.53363911866836e-49
ENSG00000172986	756.360325010941	-1.56325513083666	0.104683627929217	-15.0728392280133	2.4438107848611e-51	9.53363911866836e-49
ENSG00000060718	363.7631440814	2.40759068374775	0.162533324531368	15.0395801183216	4.04105045322845e-51	1.47584321339716e-48
ENSG00000134686	2737.98162586977	1.37593032528703	0.0926296266522624	15.0400575733441	4.01201000123839e-51	1.47584321339716e-48
ENSG00000145685	2018.15055205869	-1.23145406744118	0.082644280321598	-15.0416399826899	3.91723985039386e-51	1.47584321339716e-48
ENSG00000099337	530.058849354171	2.69464219049152	0.182937158236116	15.0043124114293	6.88002065641413e-51	2.46032405348643e-48
ENSG00000157150	167.615767587415	2.91966541201769	0.197253270273505	14.9933881322152	8.11079011331876e-51	2.84125943459422e-48
ENSG00000126803	449.176836543227	2.4277938299744	0.165327976855378	14.9696732537902	1.15889215990331e-50	3.97847678494807e-48
ENSG00000102804	5397.33558773763	1.19313182797905	0.0806681209416906	14.9480931648824	1.60273020971931e-50	5.39428706859449e-48
ENSG00000138316	799.560819258847	-2.48751270127306	0.171337851898249	-14.8224425176942	1.04899629100723e-49	3.46269641060368e-47
ENSG00000133142	3055.98067746606	1.52441542602613	0.104627978123776	14.7863199901208	1.79503349088871e-49	5.8135377115292e-47
ENSG00000131389	740.403133853246	-2.10544547643077	0.146538875685755	-14.6250054190499	1.94555393549708e-48	6.18433950051988e-46
ENSG00000168309	159.530276360668	4.7901596622787	0.331313268146952	14.6233908046983	1.99225781165233e-48	6.21765551582039e-46
ENSG00000103196	3082.088884672	2.60650981215032	0.183175620033802	14.6093532238453	2.44831171724096e-48	7.50451261186447e-46
ENSG00000124440	197.042690626187	2.50689387307709	0.174136928035455	14.5779058556405	3.88244467945266e-48	1.16916075303167e-45
ENSG00000152268	1597.85828741008	1.89594450573769	0.13241467880155	14.5601776145949	5.03268757069918e-48	1.48941520950089e-45
ENSG00000163171	1357.57299789907	1.49254381510719	0.104069893644175	14.5353686584917	7.23231234492079e-48	2.10411256611128e-45
ENSG00000141401	627.528067458797	2.30568578451256	0.162281694389081	14.4720026539496	1.82092153438428e-47	5.18694732512208e-45
ENSG00000103742	370.827770473622	-2.1774872528986	0.152793819815142	-14.471162286594	1.84330781725865e-47	5.18694732512208e-45
ENSG00000112837	2754.94303068407	-1.81713579668328	0.128797568491462	-14.3524745694257	1.0280259925349e-46	2.84613970352606e-44
ENSG00000164647	1920.71084944799	1.55305908479333	0.110365334665415	14.2823138547676	2.82077809742657e-46	7.68550095909955e-44
ENSG00000068383	1247.23914866505	1.36874301663528	0.0976894772653393	14.1946803571457	9.88360678633873e-46	2.65081422636725e-43
ENSG00000156675	1631.8741313659	1.53390653057125	0.110378081425521	14.0981841831488	3.89667543043595e-45	1.02902205789897e-42
ENSG00000136999	435.706358063201	-2.5266858400817	0.184733486779689	-13.9819400546283	2.0093493919781e-44	5.22583065353092e-42
ENSG00000196517	229.638049919376	-2.20771394763108	0.161559884400605	-13.8721285553317	9.34615501577872e-44	2.35921692420356e-41
ENSG00000206538	12754.9344048327	1.35110782542198	0.0990830411117461	13.872445014831	9.30500504552584e-44	2.35921692420356e-41
ENSG00000227051	4615.70080486906	-1.13918195639507	0.0835901769650392	-13.8240099651175	1.82607514255295e-43	4.54269272781469e-41
ENSG00000134363	2906.30973919635	-1.78893927013607	0.132390230986776	-13.7775298163815	3.47976317992824e-43	8.53287642620976e-41
ENSG00000109906	385.071327676389	7.27322652350135	0.543827676867027	13.7076055287125	9.14254824786715e-43	2.21030761513577e-40
ENSG00000149218	2027.18420510953	1.90707847687506	0.142020759537537	13.7003255956054	1.01070056965066e-42	2.409538233063e-40
ENSG00000124762	8020.4921552315	-0.998740738971979	0.0739206531772451	-13.677584021381	1.3820890215382e-42	3.24980247324701e-40
ENSG00000167641	231.672665874094	2.86569385437132	0.214595148120163	13.6661035189756	1.61831702977624e-42	3.75383943460935e-40
ENSG00000185432	3885.65647195502	2.22675580806551	0.167279128538221	13.6454442648777	2.14899844374039e-42	4.91834110490716e-40
ENSG00000163378	1805.28792859584	1.24960962139436	0.0931766965561315	13.5989689060657	4.06118479403603e-42	9.17239960389849e-40
ENSG00000126016	386.412442581616	-2.34911040055105	0.17677579022109	-13.5743323496517	5.68594417180121e-42	1.26752248972685e-39
ENSG00000106484	677.207250627007	-1.84404611056798	0.138322339862953	-13.5706216836121	5.98125630157039e-42	1.31625980021097e-39
ENSG00000196975	4908.81788741262	1.17228407350506	0.0880346670200281	13.5187462564901	1.21224146491917e-41	2.63393984118196e-39
ENSG00000150907	678.867910303335	2.20334291827879	0.166727520940881	13.5087735672187	1.38814694023061e-41	2.9784427786323e-39
ENSG00000151726	1460.17591174986	1.58642155344808	0.119460255136737	13.503125602305	1.49879967308038e-41	3.17616004795366e-39
ENSG00000130513	451.001146431514	-1.84796794207921	0.139324204128907	-13.5020617904378	1.52060264537199e-41	3.18306639119637e-39
ENSG00000221869	1963.57514702786	1.48341002736452	0.112286678696378	13.4403501550299	3.50772874163634e-41	7.25423660845635e-39
ENSG00000169715	554.197192328851	2.19832486200973	0.168572660631075	13.3501769141023	1.1816794675236e-40	2.41470572143364e-38
ENSG00000145390	8442.04514236764	2.12379568098748	0.164393348350328	13.2589131959288	4.00660066313373e-40	8.09097651561065e-38
ENSG00000147027	12593.314252767	1.15313933493359	0.088294126303351	13.2529429843729	4.33850256018276e-40	8.65934842389966e-38
ENSG00000185950	1974.87889005049	2.10068341410842	0.162579171404856	13.2429481922917	4.95643036349302e-40	9.77898013670779e-38
ENSG00000013293	244.49400651336	-2.85008079376482	0.220132713279374	-13.2304698860859	5.85203663857469e-40	1.1414796466038e-37
ENSG00000131831	1017.17356476016	1.41459199147317	0.109407722754785	13.1137746709483	2.74584348398426e-39	5.29577566321234e-37
ENSG00000137672	655.448854141464	1.93276082086055	0.151451587031951	13.0285725515023	8.41675351848365e-39	1.60526193494191e-36
ENSG00000146122	1942.42555424956	1.66488801875905	0.13046503674942	13.0072913775772	1.11214655228689e-38	2.09780171098949e-36
ENSG00000020577	3104.99903050483	1.18991734275909	0.0933602126132423	12.9519877359109	2.28948059188839e-38	4.27162329997437e-36
ENSG00000119138	1683.27622905212	2.05583191807871	0.16291242213759	12.9491739536085	2.37495821844922e-38	4.38345783007321e-36
ENSG00000163110	1314.18347975196	1.58782513728461	0.125152842364415	12.928418710216	3.11152576828956e-38	5.6818446609245e-36
ENSG00000138735	6850.21318844962	-1.16377830327226	0.0918238414876972	-12.8908795982206	5.06626527957153e-38	9.15394142356267e-36
ENSG00000071282	3659.86212780504	1.58664996621163	0.12621390075495	12.8331883999953	1.06873714379915e-37	1.91092427847004e-35
ENSG00000101825	4767.10469108964	-1.30914803011215	0.104342554688324	-12.7691702906023	2.43738738712598e-37	4.31317056701212e-35
ENSG00000162407	25853.4050719681	-0.98712652007194	0.0790848370854767	-12.7002576060995	5.89353917807451e-37	1.03227142848621e-34
ENSG00000246430	2162.53381587847	2.02638125788538	0.164236342769619	12.6728208253017	8.36512339649011e-37	1.45037720303791e-34
ENSG00000163513	13216.63240217	1.44462860305208	0.116229541770158	12.657595170846	1.01563059490985e-36	1.74332991616275e-34
ENSG00000163431	4934.7292907592	1.1492659865143	0.0926825642836347	12.617461772877	1.69186895777222e-36	2.87533966932279e-34
ENSG00000046653	1090.45643883243	2.36594570863701	0.19334511374621	12.5887689677797	2.4344025919136e-36	4.09671769511735e-34
ENSG00000099998	506.243741997388	2.34808486655494	0.1923051319259	12.5561458541624	3.67817630889691e-36	6.1296986740015e-34
ENSG00000106617	1018.35402511812	1.59746186388021	0.129883831697513	12.5516628713825	3.89248862560346e-36	6.42447762100802e-34
ENSG00000137809	1115.79483186228	-1.69496515809879	0.138675010942257	-12.5265927324237	5.34083000702458e-36	8.73098543529304e-34
ENSG00000115457	1919.14220160302	2.18476284900834	0.18386782417225	12.2705612354959	1.30346687667441e-34	2.11075556019964e-32
ENSG00000160200	834.069633966776	1.22703723617205	0.102856924691765	12.1476360252921	5.90483316454345e-34	9.47256647377461e-32
ENSG00000214814	243.273277090711	-3.018123542437	0.255091274520279	-12.1368906487023	6.73365258397679e-34	1.07021432040705e-31
ENSG00000162772	373.512381807902	1.89415889821592	0.16004075301861	12.0917856442845	1.16721911539647e-33	1.83810239594316e-31
ENSG00000128923	1415.67710071441	1.0261109253099	0.0863446800855634	12.075534589212	1.42236841432386e-33	2.21954125744264e-31
ENSG00000174306	3234.84552730351	1.11674391578424	0.0941859540033124	12.0722389264355	1.48050637448195e-33	2.28944972234079e-31
ENSG00000119508	216.674369404589	2.05028310419167	0.173493730250743	12.0645082853989	1.62630813804904e-33	2.4924624276439e-31
ENSG00000123562	5040.48334406563	1.01647974957804	0.085804769735219	12.0376818641111	2.25195034352556e-33	3.42077235810763e-31
ENSG00000125868	15848.9705816333	0.906400796256411	0.0766974965504712	11.9983553344182	3.6242671638052e-33	5.45706542690494e-31
ENSG00000145777	152.370841552781	-2.74409001436874	0.233968082056509	-11.9942341442989	3.80924131600096e-33	5.68570671210056e-31
ENSG00000173918	992.657155958414	1.23811718124971	0.10516262232662	11.9845926241074	4.27942888247677e-33	6.33244799721671e-31
ENSG00000164125	5596.3514152391	1.11091924956847	0.0944725042414697	11.972167708559	4.97125947396512e-33	7.29330503167618e-31
ENSG00000114098	1010.29282888401	1.32930175001903	0.113425212558609	11.9491096044984	6.56245421483549e-33	9.54614632183484e-31
ENSG00000109861	4057.99873271313	1.00592276355844	0.0858241837408262	11.9187928319082	9.44673741127569e-33	1.36263233331552e-30
ENSG00000077684	1570.63392682279	1.18503502034843	0.101711672935288	11.8698412492556	1.69789510276725e-32	2.42869745324998e-30
ENSG00000114270	1546.90777793248	1.21774799371503	0.104737122141051	11.8502240345698	2.14616269174052e-32	3.04453575237405e-30
ENSG00000139289	1975.85342956826	-0.979137348463316	0.0840555991282206	-11.8493054697375	2.16981667182856e-32	3.05286091573256e-30
ENSG00000103485	865.199817057682	-1.19639744516007	0.103105154283521	-11.8180499892293	3.14909388315762e-32	4.39465012230899e-30
ENSG00000138829	15701.2188784373	1.88914500099224	0.16671907599099	11.7257275511154	9.40891435818766e-32	1.29936589596582e-29
ENSG00000164442	7510.49639231427	1.5284744115868	0.133660542210503	11.7252482698602	9.46232082701587e-32	1.29936589596582e-29
ENSG00000110756	995.252222053197	1.55311117694496	0.135901316273476	11.7086436138066	1.15106277273337e-31	1.56809464237844e-29
ENSG00000155130	5654.02187573995	-1.17243923436971	0.102448567607344	-11.7050749124931	1.20053164223371e-31	1.6226083180269e-29
ENSG00000144369	1303.26322729511	-1.32907111033706	0.11640065088474	-11.6623513410141	1.98484220397369e-31	2.66170440868816e-29
ENSG00000143320	1492.11031525408	-1.61259209337556	0.14212021030864	-11.6466815879646	2.38568961185468e-31	3.17444668120043e-29
ENSG00000181467	630.869571252005	-1.25615963805234	0.110608625855489	-11.567865061518	5.99560221999428e-31	7.91650093124629e-29
ENSG00000196507	988.841982921031	1.04299996424413	0.092545121681533	11.4544213842115	2.23450409869142e-30	2.92788266061361e-28
ENSG00000008256	3716.56541790484	1.1653505908508	0.104408539014836	11.4149132379454	3.52255303060483e-30	4.58065324017666e-28
ENSG00000116584	2250.58089102087	-1.00166007618121	0.0900715974892921	-11.33491677783	8.81158170722624e-30	1.1372240601845e-27
ENSG00000140545	9199.60485668938	1.09489842233243	0.0994125043220275	11.2533020111917	2.23081102648464e-29	2.8576023335529e-27
ENSG00000154864	153.233975152144	-2.52812578091551	0.231704578795185	-11.2061179695837	3.80518987955253e-29	4.83822846537179e-27
ENSG00000177283	115.085150181609	2.44974397813441	0.225064901252117	11.1589212727872	6.47727250503284e-29	8.17517518741829e-27
ENSG00000146592	669.394803070239	-2.01257209197387	0.187600584750864	-11.1092138094586	1.13151319251202e-28	1.41769517879334e-26
ENSG00000072958	2129.43309251556	1.07043306281495	0.0986260730090954	11.0749406953109	1.65990015011625e-28	2.06465116498156e-26
ENSG00000133216	344.05324780186	-1.74411931005046	0.16206339274356	-11.0352409981472	2.58357937757807e-28	3.19044172777896e-26
ENSG00000205978	1601.03584426828	-1.13924470730771	0.105866739058142	-11.0001202824932	3.81622538230459e-28	4.67896490623273e-26
ENSG00000243244	996.172029975073	1.38833230269838	0.129634299111829	10.9867064198378	4.42790570534872e-28	5.39042563349722e-26
ENSG00000136546	4991.23707113776	1.34527532499233	0.126117433119063	10.9645243411946	5.65973728873286e-28	6.84150637754222e-26
ENSG00000096060	2564.38437504937	3.96984644921649	0.382815916546044	10.9434616177859	7.14198282960904e-28	8.57287659232441e-26
ENSG00000163491	160.223339782888	-2.4552585414118	0.231615822803302	-10.9074046213756	1.06246409063283e-27	1.26647195248004e-25
ENSG00000092621	1231.09188657928	-1.40405983447313	0.132210501311058	-10.9002786052242	1.14904912254386e-27	1.36023642679071e-25
ENSG00000187498	2283.82730989972	1.29540788125135	0.122084696171244	10.8775074985696	1.47542228868521e-27	1.73463175241655e-25
ENSG00000166482	26348.0835801087	-0.951680211938405	0.0897020565808834	-10.8402984863399	2.21746376762598e-27	2.58930378036054e-25
ENSG00000233117	77.6315991325697	3.3316840142517	0.315479358204635	10.8314175777264	2.44342940245462e-27	2.83388281710361e-25
ENSG00000123243	13780.6124837487	-0.941775046695618	0.0890031952743471	-10.7956023887219	3.61086790651452e-27	4.15976829633032e-25
ENSG00000127083	304.475082330564	1.78229278667188	0.169720640314286	10.7929635622566	3.71609296750489e-27	4.25244905248143e-25
ENSG00000165507	18353.5589923275	1.52766035373401	0.146106305779504	10.7828887437775	4.14655444009284e-27	4.71361635524461e-25
ENSG00000183160	2987.64727922828	-1.155420399346	0.10975450759887	-10.7743253446716	4.55106197132238e-27	5.13940649590451e-25
ENSG00000177666	1701.23183704411	1.08385908382228	0.103444220926547	10.7069537414978	9.44176567387939e-27	1.05926737119046e-24
ENSG00000069431	849.097214895302	1.04132301710188	0.0993511028142709	10.699173507664	1.0269004520936e-26	1.14459391299913e-24
ENSG00000102466	664.680645198945	1.19833424227349	0.114654689319804	10.6928007777419	1.09998159812124e-26	1.21814091172588e-24
ENSG00000131386	11496.512180422	1.58647751964573	0.154069926704456	10.6597486538668	1.57021220714306e-26	1.72773670100069e-24
ENSG00000180914	568.7095119069	1.84352764259177	0.178004866730756	10.6558741306259	1.6369947874367e-26	1.78974621186949e-24
ENSG00000162496	3692.00032052386	1.07093302170775	0.102895910217083	10.6413509932706	1.91334720422302e-26	2.07864587091697e-24
ENSG00000177674	751.373019489767	1.09747770481801	0.105460831268178	10.638148714951	1.98024680897239e-26	2.13779474691894e-24
ENSG00000099204	848.584854270064	1.40371323632642	0.136249355504551	10.5862069846009	3.45301450698075e-26	3.70443712577028e-24
ENSG00000126878	93.2590639059887	-2.62079190861684	0.254479849292276	-10.5645114058127	4.35229169757985e-26	4.6401917384446e-24
ENSG00000127954	286.388753317735	5.11285568632134	0.508279951173873	10.5603434619149	4.54993962223494e-26	4.82096997627548e-24
ENSG00000148120	743.999682318538	1.087023142958	0.105629404441605	10.518488613552	7.10033817823301e-26	7.4771352656055e-24
ENSG00000169738	627.449398995589	2.06012915409844	0.203842286793634	10.5157891829852	7.30665024131835e-26	7.64747874342863e-24
ENSG00000112773	516.79715620943	-1.17857778562537	0.114716690963973	-10.5147247829532	7.3896238690201e-26	7.68744810374121e-24
ENSG00000197043	14120.9945935611	0.907037458665687	0.0881779646551309	10.5131128624726	7.51705992695276e-26	7.77291166543037e-24
ENSG00000125848	178.652501999173	-2.43569700667088	0.242004320822635	-10.4629097576978	1.27867467600384e-25	1.31427849183269e-23
ENSG00000035664	633.039689235768	1.65525271517055	0.163490559030284	10.4491765480265	1.47802921927225e-25	1.51014116361954e-23
ENSG00000110900	262.804092122617	-1.4422027935001	0.14153073373946	-10.4240233121109	1.92628177381773e-25	1.95648678388055e-23
ENSG00000023909	1927.70386518774	1.20244508142465	0.118486382118054	10.4087846793379	2.26089443379175e-25	2.28283840917855e-23
ENSG00000164742	353.798497568979	-2.54040005714592	0.255754540298999	-10.3982805005887	2.52447442550472e-25	2.53407038092331e-23
ENSG00000091527	4870.58470489548	0.755065896179705	0.0739059280302843	10.3974032888814	2.54781689569596e-25	2.54263238457099e-23
ENSG00000138073	1697.49904128374	1.08374083466701	0.107111109716587	10.3594269955937	3.79227000674572e-25	3.76267714831158e-23
ENSG00000163697	2266.27531330114	1.05934709222001	0.105230021833103	10.3433544495395	4.48555830310094e-25	4.42497748693837e-23
ENSG00000131446	5361.99441054287	0.851949106035944	0.0841773843834869	10.3345269984936	4.9183248464397e-25	4.82417405652214e-23
ENSG00000120837	1841.38725402181	1.01767309317648	0.101144404840436	10.306231644785	6.60402463402758e-25	6.44080016153883e-23
ENSG00000174136	2831.68770626288	-0.954061083130026	0.0946868995953718	-10.2992476755342	7.10144964704197e-25	6.88680131025285e-23
ENSG00000102554	149.552166590204	2.43614798503865	0.244664348744309	10.2916622867712	7.6838248453463e-25	7.40971086912187e-23
ENSG00000172061	231.27386893187	-2.50552216255053	0.253983788481045	-10.2814645275942	8.54196268394895e-25	8.18592882468522e-23
ENSG00000183044	498.690254503353	1.13793554017519	0.113269166538996	10.2809898878023	8.58413742174972e-25	8.18592882468522e-23
ENSG00000164292	14399.5190131877	1.02029824740378	0.102808158559436	10.279743812814	8.69584338134665e-25	8.24663821219973e-23
ENSG00000132356	2383.87376730281	0.854336603665478	0.0850705014346827	10.2479800965366	1.20842398298662e-24	1.13970316856952e-22
ENSG00000152580	5992.44572049488	-1.13525879887749	0.113960364303989	-10.233485265047	1.40374593638971e-24	1.31668300536226e-22
ENSG00000013297	3431.54455302823	-1.73910748492956	0.17696353709889	-10.2283186862273	1.48067619643786e-24	1.38129385390521e-22
ENSG00000099194	785.207076440808	-1.95401674590452	0.199324788980012	-10.2224273759179	1.57350456223327e-24	1.45995707085049e-22
ENSG00000164070	591.680867512758	-1.29841055065664	0.130735598410891	-10.2095974147557	1.79608493277298e-24	1.65751601457248e-22
ENSG00000173221	1983.22178726524	0.988132596959755	0.0991969133569907	10.191443751084	2.16524406630556e-24	1.98750879134412e-22
ENSG00000237697	126.795186309546	1.98672633909654	0.200330830355571	10.1902446956235	2.19211749933739e-24	2.00147323809182e-22
ENSG00000008311	721.941418739337	1.07882444362259	0.108733956687973	10.1472362336777	3.40880310038996e-24	3.09587858297321e-22
ENSG00000126950	786.108308420399	-1.67624902283084	0.171584734659409	-10.1127422164203	4.85071953295005e-24	4.38224214647829e-22
ENSG00000152601	5822.53104754979	0.847506110580704	0.0857789250421802	10.1027462289403	5.37164613631827e-24	4.82745057224623e-22
ENSG00000177614	133.149204675085	-2.51857667568403	0.259351239916427	-10.0877938691242	6.25596810865882e-24	5.59290065547545e-22
ENSG00000088756	685.720868955207	-1.61595572727358	0.166036395335315	-10.07831036039	6.89007179379194e-24	6.12787991401236e-22
ENSG00000170624	2121.06225268788	-1.11594807586057	0.113947593798639	-10.0634085400065	8.01734648002322e-24	7.09369857369065e-22
ENSG00000173068	2793.36546564172	-0.85545906918585	0.0868496307422725	-10.0538329094228	8.83621990306955e-24	7.77813921211225e-22
ENSG00000128510	164.043523498014	-2.21671134440162	0.2278444172813	-10.0469568032068	9.4748223077735e-24	8.29772065882307e-22
ENSG00000081052	207.134577208693	1.87632874582856	0.19314682159117	10.0178558632434	1.27233155224075e-23	1.10860766975698e-21
ENSG00000164484	816.7876386142	-1.18399732263692	0.121629818591126	-10.0044099935241	1.45757924890744e-23	1.26360342462102e-21
ENSG00000103502	3319.8658763862	0.81067142760526	0.0827793956432614	9.99102707039414	1.66843952325253e-23	1.4391338902829e-21
ENSG00000118689	5165.47547997407	1.23706566905204	0.127588215782229	9.98801940437819	1.71983654020426e-23	1.4760497106303e-21
ENSG00000127824	228.716782957365	-1.53214540916027	0.15789562140773	-9.98027099150167	1.85958205297058e-23	1.58804606662886e-21
ENSG00000181061	2420.90800173908	1.17734438399765	0.12181523703253	9.95842821551657	2.31696699621503e-23	1.96884844010055e-21
ENSG00000198431	22734.5766088759	1.47325881404509	0.153283083485329	9.94684383019745	2.60308095857596e-23	2.20107806177125e-21
ENSG00000134253	136.92021385672	-1.9192773709554	0.1991146755443	-9.92428705627078	3.26427116533878e-23	2.74012040660805e-21
ENSG00000167992	251.542182012273	-1.49234500220064	0.154975738584791	-9.92392785684717	3.27604446654692e-23	2.74012040660805e-21
ENSG00000132970	1322.81486937849	1.0888507450843	0.112570862482629	9.92355033116359	3.28846375625551e-23	2.74012040660805e-21
ENSG00000173517	7990.48704410053	0.976816554478008	0.100608540927825	9.90840909784887	3.82691134267464e-23	3.1733784153145e-21
ENSG00000113580	2811.3122984364	-0.963760048574518	0.0997279771283137	-9.90683794615941	3.8875530419567e-23	3.20816576755705e-21
ENSG00000179820	3784.34277701728	1.46492823571601	0.153819188550551	9.8903557350917	4.58396075057845e-23	3.76476967864493e-21
ENSG00000136436	3129.15942131645	1.11568516400877	0.116092924928083	9.87520203057351	5.33253945577883e-23	4.3587161789735e-21
ENSG00000143891	528.386962569768	-1.0959925232536	0.113896264596391	-9.87165461344493	5.52456775074304e-23	4.49427513940779e-21
ENSG00000106123	2287.85993737051	1.38402395625729	0.144798058451547	9.85761380416965	6.35414877734132e-23	5.14476244165395e-21
ENSG00000003402	2546.60932638954	1.16824649339737	0.122278636075986	9.83705517034414	7.79593494624827e-23	6.2824987489367e-21
ENSG00000137962	4500.57984403092	1.13092859380118	0.119009920552732	9.81172964186795	1.00235502282957e-22	8.03991774152782e-21
ENSG00000167552	9310.09165043078	-1.191743142819	0.125311603253309	-9.81114392752677	1.00819083289177e-22	8.04911425422666e-21
ENSG00000134318	4538.36023797662	0.795751151079569	0.0828252532207099	9.80776194939838	1.04255118628757e-22	8.28490329288245e-21
ENSG00000165272	138.5709006117	-2.85783976999007	0.304710456934327	-9.79613713062996	1.16973723394872e-22	9.25278323535935e-21
ENSG00000145244	167.013755528854	1.88887527940932	0.199446125024013	9.77601999188508	1.42712492756851e-22	1.12369721934466e-20
ENSG00000145675	3495.18760109883	1.51364547364424	0.160796989882818	9.77429481874781	1.45164687878057e-22	1.13778624083418e-20
ENSG00000071242	11135.3413176688	0.906468389779026	0.0953132414657745	9.76510622046963	1.58945360989485e-22	1.24013505517477e-20
